Id,transcription,normalized_transcription
5409.wav,hotel,hotel
5410.wav,single,single
5411.wav,yes,yes
5412.wav,the,the
5413.wav,mut,mut
5414.wav,whoop,whoop
5415.wav,slay,slay
5416.wav,at,at
5417.wav,She is thinner than I am,she is thinner than i am
5418.wav,harp,harp
5419.wav,shear,shear
5420.wav,top,top
5421.wav,boot,boot
5422.wav,pay,pay
5423.wav,rain,rain
5424.wav,trait,trait
5425.wav,grow,grow
5426.wav,seed,seed
5427.wav,hair,hair
5428.wav,beat,beat
5429.wav,menu,menu
5430.wav,he dresses himself in an ancient black frock coat,he dresses himself in an ancient black frock coat
5431.wav,cake,cake
5432.wav,sigh,sigh
5433.wav,trouble,trouble
5434.wav,lima,lima
5435.wav,left,left
5436.wav,bad,bad
5437.wav,dagger,dagger
5438.wav,write,write
5439.wav,dug,dug
5440.wav,take,take
5441.wav,dot,dot
5442.wav,He further proposed grants of an unspecified sum for experimental hospitals,he further proposed grants of an unspecified sum for experimental hospitals
5443.wav,trade,trade
5444.wav,Alimony harms a divorced man's wealth,alimony harms a divorced mans wealth
5445.wav,Everything went real smooth the sheriff said,everything went real smooth the sheriff said
5446.wav,sip,sip
5447.wav,up,up
5448.wav,We have often urged him to walk more and smoke less,we have often urged him to walk more and smoke less
5449.wav,Both injuries were to the same leg,both injuries were to the same leg
5450.wav,I have had my bell rung,i have had my bell rung
5451.wav,two,two
5452.wav,witch,witch
5453.wav,sleep,sleep
5454.wav,back,back
5455.wav,They carried me off on the stretcher,they carried me off on the stretcher
5456.wav,rave,rave
5457.wav,chair,chair
5458.wav,spark,spark
5459.wav,tear ,tear 
5460.wav,Both figures would go higher in later years,both figures would go higher in later years
5461.wav,barn,barn
5462.wav,There is a treehouse up above,there is a treehouse up above
5463.wav,galore,galore
5464.wav,Will Robin wear a yellow lily,will robin wear a yellow lily
5465.wav,bear,bear
5466.wav,we're,were
5467.wav,knee,knee
5468.wav,forward,forward
5469.wav,of,of
5470.wav,Two other cases also were under advisement,two other cases also were under advisement
5471.wav,floor,floor
5472.wav,coupe,coupe
5473.wav,cycle,cycle
5474.wav,oscar,oscar
5475.wav,The box contained three sweaters,the box contained three sweaters
5476.wav,Carl lives in a lively home,carl lives in a lively home
5477.wav,much,much
5478.wav,charlie,charlie
5479.wav,This is not a program of socialized medicine,this is not a program of socialized medicine
5480.wav,november,november
5481.wav,born,born
5482.wav,Students watched as he got out,students watched as he got out
5483.wav,pad,pad
5484.wav,I feel I can play this weekend,i feel i can play this weekend
5485.wav,yes,yes
5486.wav,but he always answers Banana oil,but he always answers banana oil
5487.wav,for,for
5488.wav,gadget,gadget
5489.wav,echo,echo
5490.wav,gnaw,gnaw
5491.wav,store,store
5492.wav,shoot,shoot
5493.wav,sway,sway
5494.wav,swore,swore
5495.wav,giving those who observe him a pronounced feeling of the utmost respect,giving those who observe him a pronounced feeling of the utmost respect
5496.wav,Mother sews yellow gingham aprons,mother sews yellow gingham aprons
5497.wav,We rode horseback to the farm,we rode horseback to the farm
5498.wav,lip,lip
5499.wav,Just one side got wet,just one side got wet
5500.wav,sigh,sigh
5501.wav,Nothing is offensive as innocense,nothing is offensive as innocense
5502.wav,You'd be better off taking a cold shower,youd be better off taking a cold shower
5503.wav,feed,feed
5504.wav,Their house is grey and white,their house is grey and white
5505.wav,knitting,knitting
5506.wav,no,no
5507.wav,If you destroy confidence in banks you do something to the economy he said,if you destroy confidence in banks you do something to the economy he said
5508.wav,shy,shy
5509.wav,near,near
5510.wav,She wore warm fleecy woolen overalls,she wore warm fleecy woolen overalls
5511.wav,A roll of wire lay near the wall,a roll of wire lay near the wall
5512.wav,chop,chop
5513.wav,storm,storm
5514.wav,hate,hate
5515.wav,steer,steer
5516.wav,bat,bat
5517.wav,bit,bit
5518.wav,Aluminum silverware can often be flimsy,aluminum silverware can often be flimsy
5519.wav,pile,pile
5520.wav,wish,wish
5521.wav,rocks,rocks
5522.wav,It eventually became a rather proud claim,it eventually became a rather proud claim
5523.wav,rate,rate
5524.wav,I scrubbed the floors thoroughly,i scrubbed the floors thoroughly
5525.wav,goat,goat
5526.wav,The train approached the depot slowly,the train approached the depot slowly
5527.wav,cheer,cheer
5528.wav,mere,mere
5529.wav,slip,slip
5530.wav,delta,delta
5531.wav,race,race
5532.wav,at,at
5533.wav,Nothing has been done yet to take advantage of the enabling legislation,nothing has been done yet to take advantage of the enabling legislation
5534.wav,shop,shop
5535.wav,seed,seed
5536.wav,spit,spit
5537.wav,boot,boot
5538.wav,Beg that guard for one gallon of gas,beg that guard for one gallon of gas
5539.wav,geese,geese
5540.wav,echo,echo
5541.wav,Get a calico cat to keep,get a calico cat to keep
5542.wav,Help celebrate your brother's success,help celebrate your brothers success
5543.wav,catch,catch
5544.wav,reap,reap
5545.wav,People who value themselves are life's winners,people who value themselves are lifes winners
5546.wav,glitter,glitter
5547.wav,much,much
5548.wav,victor,victor
5549.wav,They will take a wedding trip later,they will take a wedding trip later
5550.wav,sew,sew
5551.wav,said,said
5552.wav,short,short
5553.wav,Whitecapped waves covered the entire bay,whitecapped waves covered the entire bay
5554.wav,tear ,tear 
5555.wav,dead,dead
5556.wav,city,city
5557.wav,uniform,uniform
5558.wav,five,five
5559.wav,golf,golf
5560.wav,six,six
5561.wav,Critical equipment needs proper maintenance,critical equipment needs proper maintenance
5562.wav,I scream to warm up my voice,i scream to warm up my voice
5563.wav,shy,shy
5564.wav,sin,sin
5565.wav,slicker,slicker
5566.wav,three,three
5567.wav,fed,fed
5568.wav,red,red
5569.wav,kitten,kitten
5570.wav,rock,rock
5571.wav,Mom strongly dislikes appetizers,mom strongly dislikes appetizers
5572.wav,rock,rock
5573.wav,he,he
5574.wav,Night after night they received annoying phone calls,night after night they received annoying phone calls
5575.wav,bitter,bitter
5576.wav,four,four
5577.wav,sender,sender
5578.wav,meat,meat
5579.wav,sink,sink
5580.wav,flicker,flicker
5581.wav,Those musicians harmonize marvelously,those musicians harmonize marvelously
5582.wav,sand,sand
5583.wav,lee,lee
5584.wav,Only the most accomplished artists obtain popularity,only the most accomplished artists obtain popularity
5585.wav,quart,quart
5586.wav,down,down
5587.wav,Her dark hair is combed casually,her dark hair is combed casually
5588.wav,I've kept it with me ever since,ive kept it with me ever since
5589.wav,This is a period of transition for me,this is a period of transition for me
5590.wav,The misguided souls have lost their way,the misguided souls have lost their way
5591.wav,eat,eat
5592.wav,hitting,hitting
5593.wav,You can ride stagecoach,you can ride stagecoach
5594.wav,lock,lock
5595.wav,foe,foe
5596.wav,select,select
5597.wav,pitting,pitting
5598.wav,beef,beef
5599.wav,bread,bread
5600.wav,Gold can be found anywhere,gold can be found anywhere
5601.wav,sin,sin
5602.wav,bill,bill
5603.wav,five,five
5604.wav,The pair of shoes was new,the pair of shoes was new
5605.wav,He really crucified him he nailed it for a yard loss,he really crucified him he nailed it for a yard loss
5606.wav,Only lawyers love millionaires,only lawyers love millionaires
5607.wav,bill,bill
5608.wav,lip,lip
5609.wav,shoot,shoot
5610.wav,blend,blend
5611.wav,We selected places where families will be welcome,we selected places where families will be welcome
5612.wav,A good attitude is unbeatable,a good attitude is unbeatable
5613.wav,juliet,juliet
5614.wav,knot,knot
5615.wav,Who knows what you'll discover about yourself,who knows what youll discover about yourself
5616.wav,gill,gill
5617.wav,Stimulating discussions keep students' attention,stimulating discussions keep students attention
5618.wav,hand,hand
5619.wav,ship,ship
5620.wav,port,port
5621.wav,There is definitely some ligament damage in his knee,there is definitely some ligament damage in his knee
5622.wav,goose,goose
5623.wav,shred,shred
5624.wav,dill,dill
5625.wav,Travel is about the only leisure we have,travel is about the only leisure we have
5626.wav,cork,cork
5627.wav,dress,dress
5628.wav,neat,neat
5629.wav,Each one volunteered to jump first,each one volunteered to jump first
5630.wav,four,four
5631.wav,league,league
5632.wav,write,write
5633.wav,lake,lake
5634.wav,romeo,romeo
5635.wav,part,part
5636.wav,We bought a brown chair,we bought a brown chair
5637.wav,That pickpocket was caught redhanded,that pickpocket was caught redhanded
5638.wav,Coconut cream pie makes a nice dessert,coconut cream pie makes a nice dessert
5639.wav,ticker,ticker
5640.wav,tug,tug
5641.wav,meats,meats
5642.wav,He is definitely a notch above us,he is definitely a notch above us
5643.wav,forks,forks
5644.wav,geese,geese
5645.wav,shed,shed
5646.wav,nest,nest
5647.wav,Her classical performance gained critical acclaim,her classical performance gained critical acclaim
5648.wav,shell,shell
5649.wav,tango,tango
5650.wav,two,two
5651.wav,Being able to dance can help too,being able to dance can help too
5652.wav,I loved every minute of it,i loved every minute of it
5653.wav,sip,sip
5654.wav,nut,nut
5655.wav,Then we'd really have someplace to go,then wed really have someplace to go
5656.wav,bill,bill
5657.wav,him,him
5658.wav,sicker,sicker
5659.wav,ray,ray
5660.wav,shoot,shoot
5661.wav,him,him
5662.wav,it,it
5663.wav,dead,dead
5664.wav,sitting,sitting
5665.wav,rake,rake
5666.wav,menu,menu
5667.wav,sight,sight
5668.wav,in,in
5669.wav,timber,timber
5670.wav,Those people are much quicker than I am,those people are much quicker than i am
5671.wav,fat,fat
5672.wav,eight,eight
5673.wav,walk,walk
5674.wav,meat,meat
5675.wav,red,red
5676.wav,She suggested we all have dinner together,she suggested we all have dinner together
5677.wav,nice,nice
5678.wav,show,show
5679.wav,fork,fork
5680.wav,dug,dug
5681.wav,bloat,bloat
5682.wav,We rode horseback to the farm,we rode horseback to the farm
5683.wav,wicked,wicked
5684.wav,cart,cart
5685.wav,Trespassers can be prosecuted and fined,trespassers can be prosecuted and fined
5686.wav,So if anybody solicits by phone make sure you mail the dough to the above,so if anybody solicits by phone make sure you mail the dough to the above
5687.wav,back,back
5688.wav,cakes,cakes
5689.wav,bed,bed
5690.wav,Ned,ned
5691.wav,In fact our whole defensive unit did a good job,in fact our whole defensive unit did a good job
5692.wav,quebec,quebec
5693.wav,dread,dread
5694.wav,pretty,pretty
5695.wav,The wait for work can be very long,the wait for work can be very long
5696.wav,This is a period of transition for me,this is a period of transition for me
5697.wav,ham,ham
5698.wav,stretch,stretch
5699.wav,ship,ship
5700.wav,leak,leak
5701.wav,three,three
5702.wav,sierra,sierra
5703.wav,much,much
5704.wav,cake,cake
5705.wav,She doesn't like to have it hanging around,she doesnt like to have it hanging around
5706.wav,I called two different painters,i called two different painters
5707.wav,see,see
5708.wav,litter,litter
5709.wav,zulu,zulu
5710.wav,He played basketball there while working toward a law degree,he played basketball there while working toward a law degree
5711.wav,fort,fort
5712.wav,liquor,liquor
5713.wav,sign,sign
5714.wav,Some prefer the traditional steel kind,some prefer the traditional steel kind
5715.wav,weep,weep
5716.wav,reap,reap
5717.wav,I think I'm full of this stuff,i think im full of this stuff
5718.wav,said,said
5719.wav,Etiquette mandates compliance with existing regulations,etiquette mandates compliance with existing regulations
5720.wav,geese,geese
5721.wav,Nobody really expects to evacuate,nobody really expects to evacuate
5722.wav,bread,bread
5723.wav,one,one
5724.wav,Biblical scholars argue history,biblical scholars argue history
5725.wav,zip,zip
5726.wav,wit,wit
5727.wav,brought,brought
5728.wav,bit,bit
5729.wav,rise,rise
5730.wav,four,four
5731.wav,seven,seven
5732.wav,rid,rid
5733.wav,The fish swam across the pond,the fish swam across the pond
5734.wav,gas,gas
5735.wav,The little girls cut lacy valentines,the little girls cut lacy valentines
5736.wav,bill,bill
5737.wav,beat,beat
5738.wav,muck,muck
5739.wav,Although always alone we survive,although always alone we survive
5740.wav,knife,knife
5741.wav,wise,wise
5742.wav,blow,blow
5743.wav,toe,toe
5744.wav,Carl lives in a lively home,carl lives in a lively home
5745.wav,sketch,sketch
5746.wav,Catastrophic economic cutbacks neglect the poor,catastrophic economic cutbacks neglect the poor
5747.wav,dread,dread
5748.wav,nod,nod
5749.wav,ride,ride
5750.wav,sheet,sheet
5751.wav,whisky,whisky
5752.wav,xray,xray
5753.wav,tort,tort
5754.wav,goat,goat
5755.wav,thread,thread
5756.wav,Don't do Charlie's dirty dishes,dont do charlies dirty dishes
5757.wav,The four brothers looked identical,the four brothers looked identical
5758.wav,Most young rise early every morning,most young rise early every morning
5759.wav,barn,barn
5760.wav,We have a big house,we have a big house
5761.wav,We have an excellent team,we have an excellent team
5762.wav,side,side
5763.wav,Barb's gold bracelet was a graduation present,barbs gold bracelet was a graduation present
5764.wav,no,no
5765.wav,He really crucified him he nailed it for a yard loss,he really crucified him he nailed it for a yard loss
5766.wav,chop,chop
5767.wav,yankee,yankee
5768.wav,yes,yes
5769.wav,no,no
5770.wav,yes,yes
5771.wav,sitter,sitter
5772.wav,five,five
5773.wav,Some hotels are available nearby,some hotels are available nearby
5774.wav,cash,cash
5775.wav,I expect we'll bounce back this week,i expect well bounce back this week
5776.wav,mush,mush
5777.wav,meat,meat
5778.wav,Nobody really expects to evacuate,nobody really expects to evacuate
5779.wav,There was only one decision to be made,there was only one decision to be made
5780.wav,renter,renter
5781.wav,sport,sport
5782.wav,He took me out one day,he took me out one day
5783.wav,You want him to do well,you want him to do well
5784.wav,chip,chip
5785.wav,sin,sin
5786.wav,air,air
5787.wav,Do they make any money,do they make any money
5788.wav,court,court
5789.wav,sheet,sheet
5790.wav,lair,lair
5791.wav,hark,hark
